Customer ID,Gender,Age,Tenure in Months,Internet Type,Contract,Payment Method,Monthly Charge,Total Charges,Customer Status
8328-SKJNO,Male,61,23,DSL,One Year,Bank Withdrawal,40.65,947.4,Stayed
8329-GWVPJ,Female,39,50,Fiber Optic,Month-to-Month,Bank Withdrawal,69.75,3557.7,Stayed
8329-IBCTI,Female,50,1,,Month-to-Month,Mailed Check,19.65,19.65,Churned
8329-UTMVM,Male,76,27,Fiber Optic,One Year,Bank Withdrawal,104.65,2964,Stayed
8331-ZXFOE,Female,56,58,Cable,One Year,Credit Card,71.1,4299.2,Stayed
8332-OSJDW,Male,54,12,,One Year,Mailed Check,26.4,314.95,Stayed
8336-TAVKX,Female,68,72,DSL,Two Year,Bank Withdrawal,78.45,5682.25,Stayed
8337-MSSXB,Female,64,14,Fiber Optic,Month-to-Month,Bank Withdrawal,86.3,1180.95,Churned
8337-UPOAQ,Male,71,10,Fiber Optic,Month-to-Month,Bank Withdrawal,89.8,914.3,Churned
8338-QIUNR,Male,23,72,DSL,Two Year,Credit Card,66.5,4811.6,Stayed
8344-WFMFH,Male,34,9,Cable,Month-to-Month,Bank Withdrawal,50.1,484.05,Stayed
8345-MVDYC,Female,57,45,DSL,Two Year,Bank Withdrawal,81.65,3618.7,Stayed
8347-GDTMP,Female,25,64,,Two Year,Credit Card,19.45,1225.65,Stayed
8348-HFYIV,Male,21,2,DSL,Month-to-Month,Bank Withdrawal,49.25,90.35,Churned
8348-JLBUG,Male,77,64,Fiber Optic,One Year,Credit Card,80.3,5017.7,Stayed
8350-NYMVI,Female,35,39,DSL,Month-to-Month,Bank Withdrawal,41.1,1597.05,Stayed
8356-WUAOJ,Female,25,1,DSL,Month-to-Month,Bank Withdrawal,45,45,Joined
8357-EQXFO,Female,46,7,Fiber Optic,Month-to-Month,Bank Withdrawal,95.35,660.9,Churned
8361-LBRDI,Female,31,58,,Two Year,Credit Card,24.35,1423.85,Stayed
8361-LTMKD,Male,75,4,Fiber Optic,Month-to-Month,Mailed Check,74.4,306.6,Churned
8364-TRMMK,Female,51,3,Cable,Month-to-Month,Mailed Check,50.65,151.3,Churned
8372-JUXUI,Male,32,1,Fiber Optic,Month-to-Month,Bank Withdrawal,74.35,74.35,Churned
8374-UULRV,Male,22,72,DSL,Two Year,Credit Card,86.05,6309.65,Stayed
8374-XGEJJ,Male,68,43,Fiber Optic,Month-to-Month,Bank Withdrawal,101,4388.4,Churned
8375-DKEBR,Female,72,1,Fiber Optic,Month-to-Month,Bank Withdrawal,69.6,69.6,Churned
8375-KVTHK,Male,43,68,Fiber Optic,One Year,Bank Withdrawal,100.3,6754.35,Stayed
8378-LKJAF,Male,34,38,Fiber Optic,Month-to-Month,Credit Card,101.15,3956.7,Stayed
8380-MQINP,Female,62,55,,Two Year,Credit Card,20.3,1079.05,Stayed
8380-PEFPE,Male,60,1,Fiber Optic,Month-to-Month,Bank Withdrawal,71.65,71.65,Churned
8382-SHQEH,Female,58,8,Fiber Optic,Month-to-Month,Bank Withdrawal,84.9,764.95,Churned
8383-SGHJU,Female,41,33,Cable,One Year,Bank Withdrawal,59.4,1952.8,Stayed
8384-FZBJK,Female,37,57,Fiber Optic,Month-to-Month,Bank Withdrawal,100.6,5611.7,Stayed
8387-MOJJT,Female,53,42,Fiber Optic,Month-to-Month,Credit Card,77.95,3384,Churned
8387-UGUSU,Female,57,15,,Month-to-Month,Credit Card,20.05,284.3,Stayed
8388-DMKAE,Female,41,8,,Two Year,Mailed Check,20.25,174.65,Stayed
8388-FYNPZ,Male,26,4,DSL,Month-to-Month,Bank Withdrawal,56.75,245.15,Stayed
8390-FESFV,Female,60,62,DSL,Two Year,Bank Withdrawal,84.5,5193.2,Stayed
8393-DLHGA,Male,55,25,Fiber Optic,Month-to-Month,Bank Withdrawal,95.9,2448.75,Churned
8393-JMVMB,Male,34,1,,Month-to-Month,Credit Card,19.45,19.45,Joined
8395-ETZKQ,Male,73,68,,One Year,Bank Withdrawal,19.5,1193.55,Stayed
8397-MVTAZ,Male,22,34,Fiber Optic,Month-to-Month,Bank Withdrawal,100.05,3480,Churned
8398-TBIYD,Female,45,72,Fiber Optic,Two Year,Bank Withdrawal,84.7,6185.15,Stayed
8399-YNDCH,Male,80,21,DSL,Month-to-Month,Bank Withdrawal,60.05,1236.15,Churned
8400-WZICQ,Female,49,55,DSL,Month-to-Month,Bank Withdrawal,55.7,3131.8,Stayed
8401-EMUWF,Male,64,42,Cable,Month-to-Month,Bank Withdrawal,69.4,3058.3,Stayed
8402-EIVQS,Male,40,67,Fiber Optic,One Year,Credit Card,100.9,6733.15,Stayed
8402-OOOHJ,Female,53,41,,Two Year,Credit Card,20.65,835.15,Stayed
8404-FYDIB,Male,19,26,Fiber Optic,Month-to-Month,Credit Card,86.65,2208.75,Stayed
8404-GFGCZ,Male,49,4,DSL,Month-to-Month,Bank Withdrawal,65.6,250.1,Stayed
8404-VIOMB,Female,52,66,DSL,Two Year,Bank Withdrawal,62.5,4136.4,Stayed
8404-VLQFB,Female,21,15,,Month-to-Month,Bank Withdrawal,25.25,394.85,Stayed
8405-IGQFX,Female,41,63,Fiber Optic,One Year,Credit Card,90.05,5817,Stayed
8406-LNMHF,Male,75,59,Fiber Optic,One Year,Credit Card,82.95,4903.15,Stayed
8409-WQJUX,Female,37,25,Cable,One Year,Bank Withdrawal,54.2,1423.15,Stayed
8410-BGQXN,Male,26,4,,Month-to-Month,Credit Card,19.4,93.4,Stayed
8413-VONUO,Male,34,2,Fiber Optic,Month-to-Month,Bank Withdrawal,95.65,167.3,Churned
8413-YNHNV,Male,42,69,DSL,Two Year,Credit Card,90.65,6322.1,Stayed
8414-MYSHR,Male,79,5,Fiber Optic,Month-to-Month,Bank Withdrawal,91.4,449.75,Churned
8414-OOEEL,Male,48,66,DSL,Two Year,Credit Card,79.5,5196.1,Stayed
8417-FMLZI,Male,47,6,Fiber Optic,Month-to-Month,Credit Card,83.55,477.55,Churned
8417-GSODA,Male,37,28,Fiber Optic,One Year,Bank Withdrawal,92.2,2568.15,Stayed
8421-WZOOW,Female,75,57,Fiber Optic,Month-to-Month,Credit Card,95.3,5567.45,Stayed
8429-XIBUM,Male,44,22,Fiber Optic,Month-to-Month,Bank Withdrawal,101.35,2317.1,Churned
8430-TWCBX,Female,62,49,,One Year,Credit Card,20.7,1032.05,Stayed
8433-WPJTV,Female,76,65,Fiber Optic,One Year,Bank Withdrawal,103.9,6767.1,Stayed
8433-WXGNA,Male,55,2,Cable,Month-to-Month,Bank Withdrawal,75.7,189.2,Churned
8434-PNQZX,Female,56,42,DSL,Two Year,Credit Card,78.45,3373.4,Stayed
8434-VGEQQ,Male,24,61,,Two Year,Credit Card,20.55,1305.95,Stayed
8436-BJUMM,Male,62,26,Cable,Month-to-Month,Bank Withdrawal,83.75,2070.6,Churned
8439-LTUGF,Male,51,10,,Month-to-Month,Credit Card,20,198.6,Stayed
8441-SHIPE,Female,53,67,,Two Year,Bank Withdrawal,25.6,1790.35,Stayed
8443-WVPSS,Male,58,10,Fiber Optic,Month-to-Month,Bank Withdrawal,99.85,990.9,Churned
8443-ZRDBZ,Male,62,4,Fiber Optic,Month-to-Month,Bank Withdrawal,76.05,318.9,Churned
8444-WRIDW,Female,72,66,Fiber Optic,Month-to-Month,Credit Card,80.45,5224.35,Churned
8445-DNBAE,Male,24,1,DSL,Month-to-Month,Bank Withdrawal,50.05,50.05,Joined
8450-JOVAH,Male,62,2,DSL,Month-to-Month,Credit Card,56.7,113.55,Churned
8450-LUGUK,Female,40,37,,Two Year,Bank Withdrawal,24.1,861.85,Stayed
8450-UYIBU,Female,77,35,Cable,Two Year,Bank Withdrawal,39.85,1434.6,Stayed
8454-AATJP,Female,41,72,Fiber Optic,Two Year,Credit Card,115.05,8405,Stayed
8455-HIRAQ,Female,56,8,DSL,Month-to-Month,Credit Card,44.45,369.3,Stayed
8456-QDAVC,Male,57,19,Fiber Optic,Month-to-Month,Bank Withdrawal,78.7,1495.1,Stayed
8457-XIGKN,Male,46,20,,Month-to-Month,Credit Card,19.6,356.15,Stayed
8461-EFQYM,Female,36,38,,One Year,Bank Withdrawal,24.25,914.4,Stayed
8464-EETCQ,Male,45,57,,Two Year,Credit Card,18.8,1094.35,Stayed
8465-SBRXP,Male,32,38,Fiber Optic,Two Year,Bank Withdrawal,94.9,3616.25,Stayed
8466-PZBLH,Male,32,67,Fiber Optic,Two Year,Bank Withdrawal,104.6,6885.75,Stayed
8467-WYNSR,Male,62,22,DSL,Month-to-Month,Mailed Check,55.1,1253.15,Stayed
8468-EHYJA,Female,32,57,Fiber Optic,Month-to-Month,Bank Withdrawal,-3,5497.05,Stayed
8468-FZTOE,Female,61,72,Cable,Two Year,Bank Withdrawal,74.35,5237.4,Stayed
8469-SNFFH,Male,40,70,DSL,One Year,Bank Withdrawal,79.4,5528.9,Stayed
8473-VUVJN,Male,80,1,Fiber Optic,Month-to-Month,Bank Withdrawal,73.65,73.65,Churned
8474-UMLNT,Female,36,13,DSL,Month-to-Month,Bank Withdrawal,67.8,842.25,Stayed
8480-PPONV,Male,56,62,Fiber Optic,Two Year,Bank Withdrawal,115.55,7159.05,Stayed
8481-YYXWG,Female,30,5,Fiber Optic,Month-to-Month,Bank Withdrawal,89.35,461.7,Churned
8485-GJCDN,Female,71,5,Fiber Optic,Month-to-Month,Credit Card,69.05,318.5,Churned
8486-AYEQH,Female,30,31,Fiber Optic,Month-to-Month,Bank Withdrawal,76.05,2227.8,Stayed
8490-BXHEO,Male,67,18,Fiber Optic,Month-to-Month,Credit Card,80.55,1411.65,Stayed
8495-LJDFO,Female,76,64,Fiber Optic,Two Year,Bank Withdrawal,108.95,7111.3,Stayed
8495-PRWFH,Female,66,42,Cable,Month-to-Month,Bank Withdrawal,55.65,2421.75,Stayed
8496-DMZUK,Male,62,30,Fiber Optic,One Year,Bank Withdrawal,90.4,2820.65,Stayed
8496-EJAUI,Male,47,19,Fiber Optic,Month-to-Month,Credit Card,73.85,1424.5,Churned
8498-XXGWA,Female,63,65,DSL,Month-to-Month,Credit Card,55.15,3673.15,Stayed
8499-BRXTD,Male,28,18,,One Year,Credit Card,20.1,401.85,Stayed
8510-AWCXC,Female,69,13,Fiber Optic,Month-to-Month,Bank Withdrawal,100.8,1308.1,Churned
8510-BBWMU,Female,40,41,,One Year,Credit Card,19.75,806.95,Stayed
8510-TMWYB,Female,61,54,Cable,Two Year,Bank Withdrawal,59.8,3246.45,Stayed
8512-WIWYV,Male,20,32,,One Year,Credit Card,-6,707.5,Stayed
8513-OLYGY,Male,50,72,Fiber Optic,Two Year,Credit Card,115.8,8332.15,Stayed
8514-VZHEB,Male,35,59,,Two Year,Credit Card,19.5,1147.85,Stayed
8515-OCTJS,Female,61,25,,Two Year,Credit Card,24.75,692.1,Churned
8519-IMDHU,Male,74,15,Cable,Month-to-Month,Bank Withdrawal,85.6,1345.55,Churned
8519-QJGJD,Female,42,14,Cable,Month-to-Month,Bank Withdrawal,75.35,1025.95,Churned
8532-UEFWH,Male,61,52,,Two Year,Mailed Check,25.75,1345.85,Stayed
8535-SFUTN,Male,21,61,Fiber Optic,Month-to-Month,Bank Withdrawal,106.45,6300.15,Stayed
8540-ZQGEA,Female,58,54,,Two Year,Credit Card,20.05,1102.4,Stayed
8541-QVFKM,Female,22,8,Fiber Optic,Month-to-Month,Bank Withdrawal,73.5,632.2,Stayed
8543-MSDMF,Male,36,3,Cable,Month-to-Month,Bank Withdrawal,77.4,206.15,Joined
8544-GOQSH,Female,51,14,Fiber Optic,Month-to-Month,Credit Card,80.05,1112.3,Stayed
8544-JNBOX,Male,31,72,,Two Year,Credit Card,20.8,1521.2,Stayed
8547-NSBBO,Male,62,35,Fiber Optic,Month-to-Month,Credit Card,96.75,3403.4,Stayed
8548-AWOFC,Male,21,66,DSL,Month-to-Month,Bank Withdrawal,63.85,4264.6,Stayed
8550-XSXUQ,Male,41,48,Cable,One Year,Credit Card,70.55,3420.5,Stayed
8552-OBVRU,Female,79,48,Fiber Optic,Two Year,Bank Withdrawal,104.5,5068.05,Stayed
8559-CIZFV,Male,34,21,Cable,One Year,Mailed Check,77.5,1625,Churned
8559-WNQZS,Male,37,1,,Two Year,Credit Card,20.45,20.45,Joined
8561-NMTBD,Female,20,67,Fiber Optic,One Year,Credit Card,112.35,7388.45,Stayed
8562-GHPPI,Female,50,1,,Month-to-Month,Credit Card,19.8,19.8,Joined
8563-IIOXK,Male,24,7,DSL,One Year,Bank Withdrawal,49.75,331.3,Churned
8563-OYMQY,Male,49,17,Fiber Optic,Month-to-Month,Credit Card,90.95,1612.2,Stayed
8564-LDKFL,Male,37,40,Fiber Optic,One Year,Bank Withdrawal,106,4178.65,Stayed
8565-CLBZW,Male,23,24,Fiber Optic,Month-to-Month,Mailed Check,89.85,2165.05,Churned
8565-HBFNN,Male,51,69,Fiber Optic,One Year,Credit Card,107.2,7317.1,Stayed
8565-WUXZU,Male,77,72,Fiber Optic,Two Year,Credit Card,84.8,6141.65,Stayed
8566-YPRGL,Female,57,1,,Month-to-Month,Credit Card,19.5,19.5,Joined
8570-KLJYJ,Female,40,36,DSL,One Year,Credit Card,54.45,1893.5,Stayed
8571-ZCMCX,Female,37,47,DSL,Two Year,Credit Card,60,2768.65,Stayed
8573-CGOCC,Male,48,16,,Month-to-Month,Credit Card,19.75,294.9,Stayed
8573-JGCZW,Male,27,17,,One Year,Bank Withdrawal,19.65,351.55,Stayed
8577-QSOCG,Female,54,38,,Two Year,Credit Card,20.2,746.05,Stayed
8580-AECUZ,Male,65,1,Fiber Optic,Month-to-Month,Bank Withdrawal,79.1,79.1,Churned
8580-QVLOC,Female,78,72,DSL,Two Year,Credit Card,92.45,6440.25,Churned
8582-KRHPJ,Male,51,50,DSL,Month-to-Month,Credit Card,35,1782.4,Stayed
8584-KMVXD,Female,64,8,Fiber Optic,Month-to-Month,Bank Withdrawal,75.6,535.55,Stayed
8587-XYZSF,Male,60,67,DSL,Two Year,Bank Withdrawal,50.55,3260.1,Stayed
8590-OHDIW,Female,52,38,,One Year,Credit Card,20.3,749.35,Stayed
8590-YFFQO,Male,24,70,DSL,Two Year,Credit Card,64.95,4523.25,Stayed
8591-NXRCV,Female,47,41,DSL,Month-to-Month,Bank Withdrawal,74.65,3090.65,Stayed
8591-TKMZH,Male,40,59,Fiber Optic,Two Year,Credit Card,111.1,6555.2,Stayed
8592-PLTMQ,Female,53,64,,One Year,Mailed Check,24.7,1642.75,Stayed
8593-WHYHV,Male,46,3,Fiber Optic,Month-to-Month,Bank Withdrawal,85.3,264.8,Churned
8595-SIZNC,Female,69,22,,One Year,Bank Withdrawal,25.6,548.8,Stayed
8597-CTXVJ,Male,31,70,Cable,One Year,Bank Withdrawal,64.95,4551.5,Stayed
8597-CWYHH,Male,50,43,Fiber Optic,One Year,Credit Card,94.35,3921.3,Stayed
8601-QACRS,Female,54,5,Cable,Month-to-Month,Mailed Check,50.6,249.95,Churned
8603-IJWDN,Male,41,1,Fiber Optic,Month-to-Month,Bank Withdrawal,86.6,86.6,Churned
8605-ITULD,Female,21,1,,Month-to-Month,Credit Card,19.55,19.55,Joined
8606-CIQUL,Male,77,72,Fiber Optic,Two Year,Credit Card,115.75,8399.15,Stayed
8606-OEGQZ,Female,45,18,,Two Year,Credit Card,25.3,454.65,Stayed
8608-OZTLB,Male,59,38,DSL,One Year,Bank Withdrawal,74.05,2802.3,Stayed
8610-WFCJF,Female,53,49,Fiber Optic,Month-to-Month,Bank Withdrawal,95.6,4783.5,Churned
8610-ZIKJJ,Female,57,2,,One Year,Credit Card,20.3,31.9,Joined
8612-GXIDD,Male,55,12,,Two Year,Bank Withdrawal,25.4,313,Stayed
8614-VGMMV,Female,33,15,DSL,Month-to-Month,Bank Withdrawal,49.1,679.55,Churned
8617-ENBDS,Male,29,3,Fiber Optic,Month-to-Month,Credit Card,73.6,232.5,Joined
8619-IJNDK,Female,64,71,DSL,Two Year,Credit Card,-10,4492.9,Stayed
8620-RJPZN,Female,27,1,,Month-to-Month,Bank Withdrawal,20.7,20.7,Joined
8621-MNIHH,Female,75,34,Fiber Optic,Month-to-Month,Bank Withdrawal,94.25,3217.55,Churned
8622-ZLFKO,Female,56,6,Fiber Optic,Month-to-Month,Bank Withdrawal,90.75,512.25,Stayed
8623-TMRBY,Male,80,51,Cable,Month-to-Month,Bank Withdrawal,84.2,4146.05,Churned
8623-ULFNQ,Female,79,26,DSL,Two Year,Bank Withdrawal,66.05,1652.4,Stayed
8624-GIOUT,Female,40,49,DSL,Month-to-Month,Credit Card,59.75,2934.3,Churned
8625-AZYZY,Male,51,24,Fiber Optic,Month-to-Month,Bank Withdrawal,104.65,2542.45,Churned
8626-PTQGE,Male,62,69,Cable,Two Year,Bank Withdrawal,60.05,4176.7,Stayed
8626-XHBIE,Male,48,56,,Two Year,Credit Card,24.8,1424.2,Stayed
8627-EHGIP,Male,38,44,Cable,One Year,Credit Card,53.95,2375.4,Churned
8627-ZYGSZ,Male,32,47,Fiber Optic,One Year,Bank Withdrawal,78.9,3650.35,Stayed
8628-MFKAX,Female,79,72,Fiber Optic,Two Year,Credit Card,116.75,8277.05,Stayed
8630-FJLIB,Female,35,18,Fiber Optic,Month-to-Month,Bank Withdrawal,69.8,1221.65,Stayed
8630-QSGXK,Male,39,51,DSL,Two Year,Bank Withdrawal,75.2,3901.25,Stayed
8631-NBHFZ,Male,71,66,DSL,Two Year,Credit Card,79.4,5154.6,Churned
8631-WUXGY,Female,26,46,Fiber Optic,Month-to-Month,Bank Withdrawal,99.8,4391.25,Stayed
8631-XVRZL,Male,40,9,,One Year,Mailed Check,20.15,163.7,Stayed
8634-CILSZ,Male,52,69,Fiber Optic,One Year,Bank Withdrawal,104.7,7220.35,Churned
8634-MPHTR,Male,68,47,Fiber Optic,Month-to-Month,Bank Withdrawal,100.05,4871.05,Churned
8637-XJIVR,Female,34,12,Fiber Optic,Month-to-Month,Bank Withdrawal,78.95,927.35,Churned
8639-NHQEI,Female,26,72,Fiber Optic,Two Year,Bank Withdrawal,95.9,6954.15,Stayed
8640-SDGKB,Male,39,4,DSL,Month-to-Month,Bank Withdrawal,74.4,299.7,Churned
8642-GVWRF,Female,25,2,Fiber Optic,Month-to-Month,Bank Withdrawal,79.7,165,Churned
8644-XLFBW,Male,65,1,Fiber Optic,Month-to-Month,Bank Withdrawal,71.65,71.65,Churned
8644-XYTSV,Male,37,42,DSL,Month-to-Month,Bank Withdrawal,40.15,1626.05,Stayed
8645-KOMJQ,Male,20,69,DSL,Two Year,Bank Withdrawal,81.95,5601.4,Stayed
8645-KWHJO,Male,47,14,DSL,Month-to-Month,Bank Withdrawal,55,771.95,Stayed
8646-JCOMS,Female,43,66,Fiber Optic,One Year,Bank Withdrawal,90.55,6130.95,Stayed
8647-SDTWQ,Male,59,57,Fiber Optic,Month-to-Month,Bank Withdrawal,74.3,4018.35,Stayed
8648-PFRMP,Female,71,14,Cable,Two Year,Bank Withdrawal,46.35,672.7,Stayed
8650-RHRKE,Male,27,4,DSL,Month-to-Month,Bank Withdrawal,29.65,118.5,Churned
8651-ENBZX,Female,68,60,Fiber Optic,One Year,Bank Withdrawal,106,6441.4,Churned
8652-YHIYU,Female,30,16,Fiber Optic,One Year,Credit Card,79.5,1264.2,Stayed
8654-DHAOW,Female,47,2,DSL,Month-to-Month,Credit Card,54.15,101.65,Joined
8659-HDIYE,Female,68,64,DSL,Two Year,Credit Card,74.65,4869.35,Stayed
8659-IOOPU,Female,25,71,Fiber Optic,Two Year,Bank Withdrawal,100.45,7159.7,Stayed
8660-BUETV,Female,37,3,Cable,Month-to-Month,Credit Card,44.75,148.05,Joined
8661-BOYNW,Female,38,72,DSL,Two Year,Credit Card,84.4,6096.45,Stayed
8663-UPDGF,Female,54,26,DSL,Month-to-Month,Bank Withdrawal,69.5,1800.05,Stayed
8665-UTDHZ,Male,27,1,DSL,Month-to-Month,Bank Withdrawal,30.2,30.2,Churned
8668-KNZTI,Male,42,52,DSL,One Year,Bank Withdrawal,53.75,2790.65,Stayed
8670-ERCJH,Male,33,72,Fiber Optic,Two Year,Bank Withdrawal,113.4,8164.1,Stayed
8670-MEFCP,Female,23,36,Cable,Two Year,Credit Card,92.9,3379.25,Stayed
8671-KKKOS,Female,50,46,DSL,Month-to-Month,Bank Withdrawal,45.55,2062.15,Stayed
8672-OAUPW,Male,48,51,DSL,One Year,Credit Card,47.85,2356.75,Stayed
8676-OOQEJ,Male,52,4,Cable,Month-to-Month,Bank Withdrawal,30.5,118.4,Stayed
8676-TRMJS,Male,27,3,Fiber Optic,Month-to-Month,Credit Card,75,209.1,Churned
8677-HDZEE,Female,42,56,Fiber Optic,Month-to-Month,Bank Withdrawal,105.45,5916.95,Stayed
8679-JOEVF,Female,75,16,DSL,Month-to-Month,Bank Withdrawal,59.4,1023.9,Churned
8679-LZBMD,Male,30,44,Fiber Optic,One Year,Bank Withdrawal,90.65,3974.15,Stayed
8680-CGLTP,Male,35,29,DSL,One Year,Bank Withdrawal,58.75,1696.2,Stayed
8681-ICONS,Male,20,29,,Month-to-Month,Mailed Check,20.65,654.85,Stayed
8685-WHQPW,Female,79,22,Fiber Optic,Month-to-Month,Bank Withdrawal,74.4,1692.6,Churned
8687-BAFGU,Male,34,1,Fiber Optic,Month-to-Month,Bank Withdrawal,74,74,Joined
8690-UPCZI,Male,26,29,DSL,One Year,Bank Withdrawal,69.05,1958.45,Stayed
8690-ZVLCL,Female,49,68,DSL,Two Year,Credit Card,88,6161.9,Stayed
8695-ARGXZ,Male,66,34,Fiber Optic,Month-to-Month,Bank Withdrawal,75.55,2425.4,Stayed
8695-WDYEA,Male,32,1,DSL,Month-to-Month,Credit Card,51.25,51.25,Joined
8696-JKZNU,Female,78,37,Fiber Optic,Month-to-Month,Bank Withdrawal,76.25,2841.55,Churned
8699-ASUFO,Male,72,7,Fiber Optic,Month-to-Month,Credit Card,74.4,527.9,Churned
8701-DGLVH,Male,36,51,,Two Year,Credit Card,20.45,1042.65,Stayed
8705-DWKTI,Male,58,52,Fiber Optic,Month-to-Month,Credit Card,83.8,4331.4,Stayed
8705-WZCYL,Male,40,1,DSL,Month-to-Month,Bank Withdrawal,44.8,44.8,Joined
8706-HRADD,Male,29,21,DSL,Month-to-Month,Credit Card,43.55,1011.5,Stayed
8707-HOEDG,Female,26,70,Fiber Optic,Two Year,Bank Withdrawal,110.2,7689.8,Stayed
8707-RMEZH,Female,67,69,Fiber Optic,One Year,Credit Card,87.3,6055.55,Stayed
8708-XPXHZ,Female,25,42,Fiber Optic,Month-to-Month,Bank Withdrawal,94.2,4186.3,Churned
8709-KRDVL,Female,44,33,Fiber Optic,Month-to-Month,Bank Withdrawal,100,3320.6,Stayed
8710-YGLWG,Male,44,1,DSL,Month-to-Month,Credit Card,44.9,44.9,Joined
8711-LOBKY,Male,50,59,,Two Year,Credit Card,19.85,1188.25,Stayed
8713-IGZSO,Male,50,2,,Month-to-Month,Credit Card,24.85,62,Joined
8714-CTZJW,Female,24,4,Fiber Optic,Month-to-Month,Credit Card,82.85,319.6,Stayed
8714-EUHJO,Female,39,31,Cable,Month-to-Month,Bank Withdrawal,91.15,2995.45,Churned
8715-KKTFG,Female,63,61,Fiber Optic,One Year,Bank Withdrawal,103.3,6518.35,Stayed
8717-VCTXJ,Male,32,42,,One Year,Credit Card,19.55,839.4,Stayed
8718-PTMEZ,Female,46,13,Cable,Month-to-Month,Bank Withdrawal,31.05,347.25,Churned
8720-RQSBJ,Male,69,1,DSL,Two Year,Bank Withdrawal,44,44,Joined
8722-NGNBH,Male,25,5,Cable,Month-to-Month,Credit Card,40,223.45,Churned
8722-PRFDV,Female,21,71,Cable,Two Year,Credit Card,77.55,5574.35,Stayed
8725-JEDFD,Male,26,27,Fiber Optic,Month-to-Month,Credit Card,69.05,1793.25,Stayed
8727-JQFHV,Male,60,57,,Two Year,Credit Card,20.75,1123.15,Stayed
8727-XDPUD,Male,51,37,DSL,Two Year,Credit Card,35.8,1316.9,Stayed
8728-SKJLR,Male,45,41,Fiber Optic,Month-to-Month,Bank Withdrawal,74.25,3089.1,Stayed
8731-WBBMB,Female,26,26,Cable,Month-to-Month,Bank Withdrawal,81.9,2078.55,Stayed
8734-DKSTZ,Female,20,10,Fiber Optic,Month-to-Month,Bank Withdrawal,85.95,858.6,Stayed
8734-FNWVH,Male,21,31,DSL,Month-to-Month,Bank Withdrawal,59.7,1825.5,Stayed
8735-DCXNF,Male,34,10,DSL,Month-to-Month,Credit Card,54.95,568.85,Stayed
8735-IJJEG,Male,27,14,DSL,Month-to-Month,Credit Card,50.2,668.85,Stayed
8735-NBLWT,Male,34,9,,Month-to-Month,Credit Card,20.4,184.1,Stayed
8735-SDUFN,Female,65,72,,Two Year,Bank Withdrawal,24.3,1778.7,Stayed
8738-JOKAR,Female,55,42,Cable,One Year,Credit Card,67.7,2882.25,Stayed
8739-QOTTN,Female,35,2,,Month-to-Month,Credit Card,20.35,41.85,Joined
8739-WWKDU,Male,69,25,Fiber Optic,Month-to-Month,Bank Withdrawal,89.5,2196.15,Churned
8739-XNIKG,Female,29,5,Fiber Optic,Month-to-Month,Bank Withdrawal,84,424.75,Stayed
8740-CRYFY,Male,62,1,Fiber Optic,Month-to-Month,Bank Withdrawal,78.95,78.95,Churned
8740-XLHDR,Male,30,5,Cable,Month-to-Month,Mailed Check,43.25,219,Churned
8741-LQOBK,Female,27,46,DSL,Month-to-Month,Bank Withdrawal,35.05,1620.25,Stayed
8745-PVESG,Female,44,57,DSL,One Year,Credit Card,41.1,2258.25,Stayed
8746-BFOAJ,Male,79,21,,One Year,Bank Withdrawal,20.5,429.55,Stayed
8746-OQQRW,Male,64,4,,Month-to-Month,Credit Card,25.25,101.9,Stayed
8747-UDCOI,Female,29,65,,Two Year,Bank Withdrawal,19.35,1319.95,Stayed
8748-HFWBO,Male,49,19,,One Year,Credit Card,19.9,357.7,Stayed
8749-CLJXC,Male,56,1,,Month-to-Month,Credit Card,20.05,20.05,Joined
8749-JMNKX,Male,80,51,Fiber Optic,Month-to-Month,Bank Withdrawal,93.8,4750.95,Churned
8749-TZYEC,Male,38,72,,Two Year,Credit Card,24.8,1874.3,Stayed
8750-QWZAJ,Female,38,70,,Two Year,Bank Withdrawal,19.8,1378.75,Stayed
8751-EDEKA,Female,56,28,Fiber Optic,Month-to-Month,Credit Card,89.9,2433.5,Stayed
8752-GHJFU,Male,70,71,Fiber Optic,One Year,Bank Withdrawal,92,6585.2,Stayed
8752-IMQOS,Male,28,5,,One Year,Credit Card,20.1,85.1,Stayed
8752-STIVR,Female,61,4,Fiber Optic,Month-to-Month,Bank Withdrawal,79,303.15,Churned
8755-IWJHN,Male,73,69,Fiber Optic,Two Year,Bank Withdrawal,95.35,6382,Stayed
8755-OGKNA,Female,33,57,,Two Year,Bank Withdrawal,19.5,1167.6,Stayed
8756-RDDLT,Female,53,68,Cable,Month-to-Month,Bank Withdrawal,44.95,3085.35,Stayed
8757-TFHHJ,Male,55,1,Cable,Month-to-Month,Credit Card,49.8,49.8,Joined
8760-ZRHKE,Female,80,71,DSL,One Year,Bank Withdrawal,69.2,4982.5,Stayed
8761-NSOBC,Male,41,44,Fiber Optic,Month-to-Month,Bank Withdrawal,100.55,4398.15,Churned
8763-KIAFH,Female,37,27,,One Year,Credit Card,20.55,583.3,Stayed
8766-PAFNE,Male,21,71,DSL,Two Year,Credit Card,79.1,5564.85,Stayed
8769-KKTPH,Female,44,63,Fiber Optic,One Year,Credit Card,99.65,6311.2,Stayed
8773-HHUOZ,Female,20,17,Cable,Month-to-Month,Credit Card,64.7,1093.1,Churned
8774-GSBUN,Male,40,72,,Two Year,Credit Card,25.4,1797.1,Stayed
